pl_name,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,sy_dist
TOI-2107 b,0.03515,13.574,263.79758,0.93,0.96,236.705
TOI-2109 b,0.01791,15.098,1595.4986,1.7,1.45,262.041
TOI-2120 b,0.0377,2.122,6.8,0.24,0.21,32.1755
TOI-2128 b,0.127,2.089,4.5,1.12,1.03,36.578
TOI-2134 b,0.078,2.69,9.13,0.71,0.74,22.6202
TOI-2134 c,0.371,7.27,41.89,0.71,0.74,22.6202
TOI-2136 b,0.054,2.09,15.0,0.34,0.34,33.3631
TOI-2136 b,0.0533,2.2,4.7,0.34,0.33,33.3631
TOI-2136 b,0.057,2.19,6.37,0.34,0.34,33.3631
TOI-2141 b,0.133,3.05,24.0,0.98,0.94,77.682
TOI-2145 b,0.1108,11.982,1671.77742,2.75,1.72,224.731
TOI-2145 b,0.111,12.419,1767.0,2.75,1.72,224.731
TOI-2152 A b,0.05064,14.359,899.45439,1.61,1.52,303.006
TOI-2154 b,0.0513,16.287,292.40213,1.4,1.23,296.46
TOI-2158 b,0.075,10.761,260.61929,1.41,1.12,198.473
TOI-216.01,0.2069,11.29,200.0,0.84,0.87,177.945
TOI-216.02,0.1293,7.69,30.0,0.84,0.87,177.945
TOI-2180 b,0.828,11.321,875.61726,1.64,1.11,116.685
TOI-2193 A b,0.03319,19.84,298.7587,1.25,1.08,337.064
TOI-2196 b,0.02234,3.51,26.0,1.04,1.03,259.947
TOI-220 b,0.08911,3.03,13.8,0.86,0.82,90.7402
TOI-2202 b,0.09564,11.321,310.83618,0.79,0.82,235.933
TOI-2207 b,0.0854,11.153,203.41018,1.56,1.3,373.345
TOI-2236 b,0.05009,14.37,502.16888,1.57,1.34,355.59
TOI-2285 b,0.1363,1.74,19.5,0.46,0.45,42.409
TOI-2338 b,0.158,11.209,1900.61387,1.05,0.99,313.996
TOI-2364 b,0.04871,8.608,71.51139,0.89,0.95,219.614
TOI-2368 b,0.05649,10.839,206.58846,0.85,0.9,210.915
TOI-2373 b,0.112,10.424,2955.80419,1.1,1.04,508.686
TOI-2374 b,0.0471,6.81,56.64,0.69,0.75,134.655
TOI-2379 b,0.05263,11.725,1830.69162,0.62,0.65,211.247
TOI-238 b,0.02118,1.402,3.4,0.73,0.79,80.5407
TOI-238 c,0.0749,2.18,6.7,0.73,0.79,80.5407
TOI-2384 b,0.02793,11.489,624.85065,0.61,0.64,191.51
TOI-2406 b,0.02267,2.86,15.6,0.2,0.17,55.419
TOI-2416 b,0.0831,9.864,953.48522,1.24,1.12,557.733
TOI-2421 b,0.0543,10.368,105.83686,1.75,1.13,327.927
TOI-244 b,0.0559,1.52,2.68,0.43,0.43,22.0337
TOI-2447 b,0.347,9.606,124.90656,1.01,1.03,148.987
TOI-2497 b,0.1166,11.142,1531.93292,2.36,1.86,285.289
TOI-2498 b,0.0491,6.06,34.62,1.26,1.12,275.265
TOI-251 b,0.05741,2.74,317.83,0.88,1.04,99.523
TOI-2524 b,0.073,11.209,203.41018,1.12,1.01,438.842
TOI-2525 b,0.1511,8.676,26.69759,0.79,0.85,395.398
TOI-2525 c,0.249,10.133,208.81326,0.79,0.85,395.398
TOI-2529 b,0.327,11.545,743.71847,1.7,1.11,296.271
TOI-2567 b,0.0672,10.929,63.88351,1.69,1.13,504.775
TOI-257 b,0.1528,7.163,43.86032,1.87,1.41,76.9028
TOI-2570 b,0.04145,13.641,260.61929,1.09,1.06,361.857
TOI-2583 A b,0.0571,14.46,79.4571,1.48,1.22,566.189
TOI-2587 A b,0.0635,12.072,69.28659,1.73,1.15,373.675
TOI-2589 b,0.3,12.106,1112.39942,1.07,0.93,200.273
TOI-260 b,0.0943,1.71,4.23,0.61,0.62,20.1852
TOI-260 b,0.091,1.473,3.3,0.55,0.55,20.1852
TOI-2641 b,0.0607,18.103,122.68177,1.34,1.16,344.045
TOI-269 b,0.0345,2.77,8.8,0.4,0.39,57.0225
TOI-270 b,0.03197,1.206,1.58,0.38,0.39,22.4793
TOI-270 c,0.04526,2.355,6.15,0.38,0.39,22.4793
TOI-270 d,0.0721,2.133,4.78,0.38,0.39,22.4793
TOI-2714 b,0.036,13.72,228.0,1.25,1.07,597.873
TOI-2796 b,0.0569,17.262,139.8445,1.07,1.06,350.343
TOI-2803 A b,0.03185,18.114,309.8827,1.25,1.12,494.818
TOI-2818 b,0.0493,15.278,225.65817,1.23,0.98,312.674
TOI-2842 b,0.0475,12.845,117.59651,1.26,1.14,460.995
TOI-286 b,0.0503,1.42,4.53,0.78,0.83,59.2293
TOI-286 c,0.213,1.88,3.72,0.78,0.83,59.2293
TOI-2981 b,0.048,13.4,638.0,1.08,1.03,527.789
TOI-3023 b,0.0505,16.432,197.05361,1.67,1.12,389.916
TOI-3071 b,0.0249,7.16,68.2,1.31,1.29,485.219
TOI-3235 b,0.02709,11.4,211.35589,0.37,0.39,72.811
TOI-3261 b,0.01714,3.82,30.3,0.85,0.86,300.141
TOI-329 b,0.0638,4.941,40.4,1.53,1.07,284.388
TOI-332 b,0.0159,3.2,57.2,0.87,0.88,222.852
TOI-3321 b,0.047,15.558,176.07694,1.55,1.04,285.895
TOI-3331 A b,0.03144,12.98,721.47048,0.95,1.02,217.193
TOI-3362 b,0.153,12.801,1598.35906,1.83,1.45,366.987
TOI-3364 b,0.0675,12.229,530.77344,1.42,1.19,277.899
TOI-3568 b,0.0485,5.3,26.4,0.72,0.78,197.906
TOI-3629 b,0.043,8.295,82.63539,0.6,0.63,130.091
TOI-3629 b,0.04194,8.295,77.2323,0.61,0.64,130.091
TOI-3688 A b,0.0456,13.081,311.47184,1.3,1.2,396.378
TOI-3693 b,0.0813,12.599,324.18498,0.79,0.87,176.436
TOI-3714 b,0.027,11.321,222.47988,0.51,0.53,112.71
TOI-3714 b,0.0263,11.142,218.98377,0.5,0.52,112.71
TOI-3757 b,0.03845,12.0,85.3,0.62,0.64,181.139
TOI-3785 b,0.043,5.14,14.95,0.5,0.52,79.7634
TOI-3807 b,0.0421,18.495,330.54154,1.47,1.18,421.745
TOI-3819 b,0.04611,13.137,352.78953,1.54,1.24,558.141
TOI-3884 b,0.0354,6.0,16.5,0.3,0.28,43.1448
TOI-3884 b,0.0361,6.43,32.59,0.3,0.3,43.1448
TOI-3894 b,0.0543,15.222,270.15415,1.5,1.14,417.365
TOI-3894 b,0.05354,15.278,260.61929,1.5,1.14,417.365
TOI-3894 b,0.05539,15.155,279.689,1.5,1.14,417.365
TOI-3912 b,0.0463,14.28,129.03833,1.39,1.09,465.992
TOI-3919 b,0.0795,12.319,1233.17422,1.32,1.21,604.591
TOI-3976 A b,0.0743,12.274,55.61997,1.5,1.25,516.087
TOI-3984 A b,0.041,7.9,44.0,0.47,0.49,108.883
TOI-4010 b,0.0229,3.02,11.0,0.83,0.88,177.504
TOI-4010 c,0.058,5.93,20.31,0.83,0.88,177.504
TOI-4010 d,0.113,6.18,38.15,0.83,0.88,177.504
TOI-4087 b,0.04469,13.047,232.01474,1.11,1.18,301.676
TOI-411 b,0.05727,1.362,13.71,1.12,1.1,62.7792
TOI-411 c,0.1017,2.328,9.72,1.12,1.1,62.7792
TOI-4127 b,0.3081,12.285,731.00534,1.29,1.23,319.632
TOI-4137 b,0.05222,13.574,457.67291,1.44,1.31,334.993
TOI-4145 A b,0.04823,13.305,136.66622,0.86,0.91,205.387
TOI-4153 b,0.06311,16.119,365.50267,1.6,1.57,423.84
TOI-4201 b,0.03924,12.666,816.81901,0.62,0.63,189.011
TOI-4201 b,0.03944,12.69,825.0,0.62,0.63,189.011
TOI-4201 b,0.04,13.675,788.21445,0.63,0.61,189.011
TOI-421 b,0.056,2.68,7.17,0.87,0.85,74.7969
TOI-421 b,0.0554,2.64,6.7,0.87,0.83,74.7969
TOI-421 c,0.117,5.09,14.1,0.87,0.83,74.7969
TOI-421 c,0.1189,5.09,16.42,0.87,0.85,74.7969
TOI-431 b,0.0113,1.28,3.07,0.73,0.78,32.5686
TOI-431 d,0.098,3.29,9.9,0.73,0.78,32.5686
TOI-4377 b,0.0579,15.11,304.16179,3.52,1.36,455.82
TOI-4406 b,0.201,11.209,95.34852,1.29,1.19,261.834
TOI-4438 b,0.0534,2.52,5.4,0.37,0.37,30.0346
TOI-4463 A b,0.04036,13.26,252.35576,1.06,1.06,173.117
TOI-4515 b,0.118,12.17,637.0,0.86,0.95,193.499
TOI-4551 b,0.0994,11.859,473.56433,3.55,1.31,215.986
TOI-4562 b,0.768,12.53,732.0,1.15,1.19,339.605
TOI-4600 b,0.349,6.8,959.84179,0.81,0.89,216.056
TOI-4600 c,1.152,9.42,2946.26933,0.81,0.89,216.056
TOI-4603 b,0.0888,11.68,4096.80817,2.74,1.76,225.643
TOI-4633 c,0.847,3.2,123.0,1.05,1.1,95.2016
TOI-4641 b,0.173,8.183,1229.99594,1.72,1.41,86.3501
TOI-4791 b,0.0555,12.442,734.18362,1.41,1.24,328.802
TOI-480 b,0.077,2.854,20.8,1.49,1.28,54.5306
TOI-481 b,0.097,11.097,486.2799,1.66,1.14,179.366
TOI-4860 b,0.01845,8.474,212.94503,0.35,0.34,80.1423
TOI-4860 b,0.01808,8.7,86.7,0.36,0.34,80.1423
TOI-4914 b,0.098,12.87,227.0,1.0,1.03,299.89
TOI-500 b,0.01189,1.166,1.42,0.68,0.74,47.3924
TOI-5153 b,0.158,11.882,1036.12061,1.4,1.24,390.484
TOI-519 b,0.012,11.994,4449.62,0.37,0.37,115.557
TOI-519 b,0.0159,11.545,147.15455,0.35,0.34,115.557
TOI-519 b,0.01648,11.87,166.85991,0.36,0.37,115.557
TOI-5205 b,0.0199,11.6,343.0,0.39,0.39,86.4493
TOI-5218 b,0.0469,9.86,657.0,0.71,0.74,377.483
TOI-5232 b,0.05593,12.778,743.71847,1.78,1.39,609.388
TOI-5293 A b,0.034,11.9,170.4,0.52,0.54,162.229
TOI-530 b,0.052,9.303,127.13136,0.54,0.53,148.762
TOI-5301 b,0.073,13.092,1182.32167,2.19,1.48,629.161
TOI-5301 b,0.0726,13.193,1160.07369,2.19,1.48,629.161
TOI-5301 b,0.06975,13.529,1080.61658,2.19,1.48,629.161
TOI-532 b,0.0296,5.82,61.5,0.61,0.64,135.047
TOI-5344 b,0.04,9.7,135.0,0.56,0.59,138.367
TOI-5344 b,0.04041,10.604,130.9453,0.59,0.61,138.367
TOI-5398 b,0.098,10.3,58.7,1.05,1.15,130.855
TOI-5398 c,0.057,3.52,11.8,1.05,1.15,130.855
TOI-544 b,0.0225,2.018,2.89,0.62,0.63,41.1166
TOI-5542 b,0.332,11.31,419.5335,1.06,0.89,348.849
TOI-558 b,0.1291,12.173,1147.36055,1.5,1.35,402.63
TOI-559 b,0.0723,12.229,1910.14873,1.23,1.03,233.266
TOI-561 b,0.01055,1.423,1.59,0.85,0.79,85.799
TOI-561 b,0.0106,1.37,2.24,0.83,0.81,85.799
TOI-561 b,0.0104,1.457,3.0,0.86,0.76,85.799
TOI-561 b,0.0106,1.425,2.0,0.84,0.81,85.799
TOI-561 b,0.01064,1.45,3.2,0.83,0.81,85.799
TOI-561 c,0.0888,2.9,7.0,0.83,0.81,85.799
TOI-561 c,0.087,2.927,6.9,0.86,0.76,85.799
TOI-561 c,0.089,2.91,6.6,0.83,0.81,85.799
TOI-561 c,0.08809,2.878,5.4,0.85,0.79,85.799
TOI-561 c,0.0884,2.91,5.39,0.84,0.81,85.799
TOI-561 d,0.1569,2.53,11.95,0.85,0.79,85.799
TOI-561 d,0.156,2.721,11.0,0.86,0.76,85.799
TOI-561 d,0.158,2.82,13.2,0.84,0.81,85.799
TOI-561 d,0.159,2.82,12.15,0.83,0.81,85.799
TOI-561 e,0.33,2.55,13.6,0.83,0.81,85.799
TOI-561 e,0.328,2.55,12.6,0.84,0.81,85.799
TOI-561 e,0.3274,2.67,16.0,0.85,0.79,85.799
TOI-5616 b,0.0272,10.78,624.0,0.65,0.67,390.415
TOI-5634 A b,0.0272,10.42,588.0,0.54,0.56,306.144
TOI-564 b,0.02734,11.433,464.98529,1.09,1.0,199.581
TOI-5678 b,0.249,4.91,20.0,0.94,0.91,165.393
TOI-5720 b,0.018288,1.09,4.3,0.38,0.38,35.8256
TOI-6008 b,0.010777,1.03,4.0,0.24,0.23,23.1008
TOI-6034 b,0.02949,11.92,254.0,0.49,0.51,117.992
TOI-615 b,0.0678,18.977,138.25536,1.73,1.45,360.408
TOI-622 b,0.0708,9.236,96.30201,1.42,1.31,123.297
TOI-628 b,0.0486,11.882,2011.8639,1.34,1.31,178.68
TOI-640 b,0.06608,19.851,279.6904,2.08,1.54,341.997
TOI-663 b,0.0295,2.27,4.45,0.51,0.51,64.2308
TOI-663 c,0.0437,2.26,3.65,0.51,0.51,64.2308
TOI-663 d,0.0576,1.92,5.2,0.51,0.51,64.2308
TOI-669 b,0.047,2.6,9.8,0.99,0.9,142.867
TOI-669 b,0.048,2.586,10.0,0.99,0.92,142.867
TOI-674 b,0.025,5.25,23.6,0.42,0.42,46.0851
TOI-677 b,0.1038,13.115,392.83788,1.28,1.18,141.812
TOI-733 b,0.0618,1.992,5.72,0.95,0.96,75.2092
TOI-757 b,0.122,2.5,10.5,0.78,0.8,60.3418
TOI-762 A b,0.03418,8.339,79.77493,0.42,0.44,98.4458
TOI-763 b,0.06,2.28,9.79,0.9,0.92,95.1274
TOI-763 c,0.1011,2.63,9.32,0.9,0.92,95.1274
TOI-776 b,0.0653,1.798,5.0,0.55,0.54,27.1701
TOI-776 b,0.0652,1.85,4.0,0.54,0.54,27.1701
TOI-776 c,0.1001,2.047,6.9,0.55,0.54,27.1701
TOI-776 c,0.1,2.02,5.3,0.54,0.54,27.1701
TOI-778 b,0.06,15.4,878.0,1.71,1.4,161.743
TOI-782 b,0.0578,2.734,19.1,0.41,0.4,52.5122
TOI-784 b,0.038,1.93,9.67,0.91,0.91,64.5997
TOI-815 b,0.0903,2.94,7.6,0.77,0.78,59.7117
TOI-815 c,0.193,2.62,23.5,0.77,0.78,59.7117
TOI-824 b,0.02177,2.926,18.467,0.69,0.71,63.9262
TOI-836 b,0.0422,1.704,4.53,0.67,0.68,27.5024
TOI-836 c,0.075,2.587,9.6,0.67,0.68,27.5024
TOI-837 b,0.0888,9.169,120.45697,1.05,1.14,142.488
TOI-837 b,0.083,9.71,116.0,1.04,1.11,142.488
TOI-849 b,0.0155,3.64,41.8,0.97,0.97,225.734
TOI-849 b,0.01598,3.444,39.09,0.92,0.93,225.734
TOI-858 B b,0.04435,14.067,349.61125,1.31,1.08,250.489
TOI-892 b,0.092,11.994,301.9385,1.39,1.28,340.543
TOI-905 b,0.04666,13.126,211.99261,0.92,0.97,158.649
TOI-908 b,0.041657,3.186,16.137,1.03,0.95,175.748
TOI-942 b,0.04796,4.81,826.358,1.02,0.79,152.601
TOI-942 b,0.0498,4.242,16.0,0.89,0.88,152.601
TOI-942 c,0.088,4.793,37.0,0.89,0.88,152.601
TOI-942 c,0.0847,5.79,794.575,1.02,0.79,152.601
TOI-954 b,0.04963,9.55,55.30242,1.89,1.2,238.768
TOI-969 b,0.02636,2.765,9.1,0.67,0.73,77.2554
TrES-1 b,0.03926,11.96,221.52751,0.81,0.88,159.658
TrES-1 b,0.03925,11.96,238.998,0.81,0.88,159.658
TrES-1 b,0.03946,12.319,241.86863,0.82,0.89,159.658
TrES-1 b,0.0393,12.11,238.36,0.85,0.88,159.658
TrES-2 b,0.03567,13.372,383.30298,0.96,0.99,215.32
TrES-2 b,0.03503,13.025,457.6752,0.95,0.94,215.32
TrES-2 b,0.03563,13.305,382.03166,0.95,0.99,215.32
TrES-2 b,0.03557,13.72,385.20996,1.0,0.98,215.32
TrES-2 b,0.03556,14.258,381.1,1.02,1.06,215.32
TrES-2 b,0.0367,13.899,406.8224,1.0,1.08,215.32
TrES-2 b,0.0367,13.978,380.44251,1.0,0.98,215.32
TrES-2 b,0.03558,13.72,381.396,1.0,0.98,215.32
TrES-2 b,0.03635,14.135,398.24099,1.0,1.05,215.32
TrES-3 b,0.02272,14.706,615.95454,0.81,0.92,231.337
TrES-3 b,0.02282,14.975,607.03,0.83,0.93,231.337
TrES-3 b,0.02284,14.975,572.41183,0.83,0.93,231.337
TrES-3 b,0.02276,14.684,603.55917,0.82,0.92,231.337
TrES-3 b,0.0226,14.516,610.2336,0.8,0.9,231.337
TrES-3 b,0.02283,14.628,607.0553,0.82,0.93,231.337
TrES-4 b,0.0516,20.602,157.00802,1.81,1.45,515.98
TrES-4 b,0.05159,20.602,158.27934,1.81,1.45,515.98
TrES-4 b,0.04965,20.288,278.73691,1.92,1.29,515.98
TrES-4 b,0.05091,20.165,292.073,2.01,1.18,515.98
TrES-4 b,0.05092,19.627,292.4036,1.82,1.39,515.98
TrES-4 b,0.0502,19.448,285.09351,1.83,1.34,515.98
TrES-4 b,0.05105,19.986,293.99128,1.85,1.4,515.98
TrES-5 b,0.02459,13.384,568.9157,0.87,0.9,360.313
TrES-5 b,0.02452,13.552,568.9157,0.87,0.89,360.313
TrES-5 b,0.02446,13.552,565.078,0.87,0.89,360.313
V1298 Tau b,0.1719,9.729,203.41018,1.28,1.17,108.199
V1298 Tau c,0.0841,5.156,76.27882,1.28,1.17,108.199
V1298 Tau d,0.1103,6.434,98.52681,1.28,1.17,108.199
V1298 Tau e,0.2409,8.239,368.68095,1.28,1.17,108.199
WASP-1 b,0.03898,16.634,273.3338,1.46,1.24,393.072
WASP-1 b,0.03957,16.97,291.76794,1.52,1.3,393.072
WASP-1 b,0.0392,16.735,311.4734,1.47,1.26,393.072
WASP-1 b,0.03889,16.623,271.415,1.47,1.24,393.072
WASP-1 b,0.03958,16.97,301.30284,1.52,1.3,393.072
WASP-1 b,0.0382,21.633,282.8687,1.24,1.15,393.072
WASP-10 b,0.03781,12.106,1001.12,0.7,0.75,140.998
WASP-10 b,0.0369,14.348,940.7768,0.78,0.7,140.998
WASP-10 b,0.0378,11.96,1020.2343,0.7,0.75,140.998
WASP-10 b,0.0378,11.96,1004.3428,0.7,0.75,140.998
WASP-100 b,0.04574,18.943,638.8383,2.0,1.57,364.411
WASP-101 b,0.05057,15.805,157.96151,1.29,1.34,201.224
WASP-101 b,0.0506,15.8,158.91,1.29,1.34,201.224
WASP-103 b,0.01987,17.127,462.44265,1.44,1.22,375.647
WASP-103 b,0.01985,17.127,473.5667,1.44,1.22,375.647
WASP-103 b,0.01979,18.45,467.2101,1.41,1.21,375.647
WASP-103 b,0.01985,17.127,473.547,1.44,1.22,375.647
WASP-104 b,0.0292,12.745,403.00844,0.96,1.08,185.932
WASP-104 b,0.02918,12.745,404.263,0.96,1.08,185.932
WASP-105 b,0.075,10.761,572.094,0.9,0.89,169.272
WASP-106 b,0.0917,12.162,606.73747,1.39,1.19,352.181
WASP-106 b,0.0917,12.162,611.797,1.39,1.19,352.181
WASP-107 b,0.055,10.536,38.1396,0.66,0.69,64.7414
WASP-107 b,0.0553,10.357,37.82177,0.66,0.69,64.7414
WASP-107 b,0.0558,10.626,38.1396,0.66,0.69,64.7414
WASP-11 b,0.04376,11.097,169.08556,0.77,0.81,124.73
WASP-11 b,0.04375,11.097,156.37236,0.77,0.81,124.73
WASP-11 b,0.0435,11.265,154.777,0.79,0.83,124.73
WASP-11 b,0.043,10.2,168.4499,0.74,0.77,124.73
WASP-113 b,0.05885,15.793,150.96925,1.61,1.32,435.156
WASP-114 b,0.02851,15.009,562.24127,1.43,1.29,523.337
WASP-117 b,0.09464,11.444,87.75286,1.17,1.13,157.963
WASP-117 b,0.09459,11.444,87.5585,1.17,1.13,157.963
WASP-118 b,0.0545,15.625,165.2716,1.75,1.32,376.658
WASP-118 b,0.05453,16.141,163.36462,1.7,1.32,376.658
WASP-119 b,0.0363,15.693,390.9309,1.2,1.02,302.448
WASP-12 b,0.0232,21.712,465.62095,1.66,1.43,427.246
WASP-12 b,0.0234,21.297,467.2101,1.66,1.43,427.246
WASP-12 b,0.02312,20.456,441.7837,1.62,1.38,427.246
WASP-12 b,0.0229,20.1,448.0,1.57,1.35,427.246
WASP-12 b,0.02309,20.456,454.4969,1.62,1.38,427.246
WASP-120 b,0.0514,16.511,1541.4755,1.87,1.39,381.174
WASP-121 b,0.02544,20.905,375.99289,1.46,1.35,269.898
WASP-121 b,0.02596,19.649,367.72747,1.46,1.36,269.898
WASP-123 b,0.04263,14.773,285.72917,1.28,1.17,197.996
WASP-124 b,0.0449,13.899,190.698,1.02,1.07,448.637
WASP-126 b,0.0449,10.761,88.9924,1.27,1.12,216.526
WASP-127 b,0.052,15.356,57.2094,1.39,1.08,159.507
WASP-127 b,0.0484,14.695,52.3466,1.33,0.95,159.507
WASP-129 b,0.0628,10.424,317.83,0.9,1.0,301.462
WASP-13 b,0.05362,15.569,151.599,1.56,1.09,227.537
WASP-13 b,0.0557,17.127,162.72896,1.66,1.22,227.537
WASP-13 b,0.0558,17.127,166.86075,1.66,1.22,227.537
WASP-130 b,0.1012,9.976,390.9309,0.96,1.04,172.256
WASP-131 b,0.0607,13.675,85.8141,1.53,1.06,200.075
WASP-132 b,0.067,9.752,130.3103,0.74,0.8,122.91
WASP-132 c,0.0182,1.85,37.35,0.75,0.78,122.91
WASP-133 b,0.0345,13.563,368.6828,1.44,1.16,559.084
WASP-135 b,0.0243,14.572,603.877,0.96,0.98,298.214
WASP-136 b,0.0661,15.468,479.9233,2.21,1.41,275.587
WASP-138 b,0.0494,12.218,387.7526,1.36,1.22,414.234
WASP-139 b,0.062,8.967,37.18611,0.8,0.92,212.472
WASP-14 b,0.037,13.899,2412.3297,1.32,1.3,161.997
WASP-14 b,0.0372,18.304,2510.857,1.67,1.35,161.997
WASP-14 b,0.0358,14.359,2294.7326,1.31,1.21,161.997
WASP-14 b,0.036,14.36,2333.0,1.31,1.21,161.997
WASP-140 b,0.0323,16.141,775.5052,0.87,0.9,117.598
WASP-141 b,0.0469,13.563,854.9627,1.37,1.25,516.543
WASP-142 b,0.0347,17.15,266.9772,1.64,1.33,730.933
WASP-144 b,0.0316,9.528,139.8452,0.81,0.81,355.513
WASP-145 A b,0.0261,10.088,282.8687,0.68,0.76,91.299
WASP-147 b,0.0549,12.498,87.40325,1.43,1.04,436.098
WASP-148 b,0.08215,8.474,91.21675,0.91,0.95,246.353
WASP-148 b,0.0845,8.093,92.48853,1.03,1.0,246.353
WASP-15 b,0.0499,16.006,172.26386,1.48,1.18,282.091
WASP-15 b,0.0499,15.457,175.12433,1.44,1.18,282.091
WASP-15 b,0.05165,15.782,188.15536,1.52,1.3,282.091
WASP-15 b,0.0499,16.01,172.0,1.48,1.18,282.091
WASP-150 b,0.0694,11.994,2688.8418,1.65,1.39,527.995
