pl_name,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,sy_dist
WASP-151 b,0.055,13.305,100.43378,1.18,1.08,453.099
WASP-151 b,0.055,12.666,98.5273,1.14,1.08,453.099
WASP-153 b,0.048,17.374,123.9537,1.73,1.34,610.176
WASP-156 b,0.0453,5.717,40.68224,0.76,0.84,122.066
WASP-156 b,0.0458,6.028,41.8,0.83,0.87,122.066
WASP-157 b,0.0529,11.938,182.43442,1.13,1.26,334.037
WASP-158 b,0.0517,11.994,886.7457,1.39,1.38,524.993
WASP-159 b,0.0538,15.468,174.8065,2.11,1.41,715.383
WASP-16 b,0.0415,13.653,264.43456,1.09,0.98,194.134
WASP-16 b,0.0422,11.299,288.58964,0.95,1.02,194.134
WASP-16 b,0.0421,11.3,272.0,0.95,1.02,194.134
WASP-160 B b,0.0452,12.218,88.35674,0.87,0.87,288.326
WASP-161 b,0.0673,12.812,791.3967,1.71,1.39,343.08
WASP-162 b,0.0871,11.209,1652.716,1.11,0.95,310.841
WASP-163 b,0.0266,13.473,594.3421,1.01,0.97,261.386
WASP-164 b,0.02818,12.644,676.9779,0.93,0.95,327.506
WASP-165 b,0.04823,14.123,209.13214,1.75,1.25,602.236
WASP-166 b,0.0641,7.062,32.10083,1.22,1.19,114.173
WASP-167 b,0.0365,17.71,2542.64,1.79,1.59,423.552
WASP-168 b,0.0519,16.814,133.4886,1.12,1.08,303.941
WASP-169 b,0.0681,14.617,178.30263,2.01,1.34,627.066
WASP-17 b,0.0515,22.317,154.46538,1.57,1.31,405.908
WASP-17 b,0.05,22.261,143.97699,1.58,1.2,405.908
WASP-17 b,0.051,19.5,156.0,1.38,1.2,405.908
WASP-17 b,0.05125,21.656,151.60491,1.58,1.29,405.908
WASP-17 b,0.0513,19.582,154.46538,1.57,1.31,405.908
WASP-17 b,0.05151,22.317,162.72896,1.57,1.31,405.908
WASP-170 b,0.0337,12.285,508.528,0.94,0.93,305.603
WASP-171 b,0.0504,10.985,344.52772,1.64,1.17,757.84
WASP-172 b,0.0694,17.598,149.3801,1.91,1.49,538.11
WASP-173 A b,0.0248,13.451,1172.7927,1.11,1.05,232.98
WASP-173 A b,0.02508,14.404,1102.8701,1.1,1.09,232.98
WASP-174 b,0.05503,16.107,104.88337,1.35,1.24,410.149
WASP-174 b,0.0559,14.572,413.179,1.31,1.3,410.149
WASP-175 b,0.04403,13.54,314.6517,1.2,1.21,539.36
WASP-176 b,0.0535,16.87,271.74465,1.93,1.34,568.42
WASP-177 b,0.03957,17.71,161.45764,0.89,0.88,176.818
WASP-178 b,0.0558,20.288,527.5978,1.67,2.07,427.678
WASP-178 b,0.0545,21.745,448.1403,1.8,1.93,427.678
WASP-18 b,0.02024,13.899,3241.84975,1.32,1.29,123.483
WASP-18 b,0.0203,12.397,3241.866,1.22,1.25,123.483
WASP-18 b,0.02087,13.35,3305.432,1.26,1.46,123.483
WASP-18 b,0.02043,13.036,3299.0754,1.23,1.27,123.483
WASP-18 b,0.02047,13.058,3314.9669,1.23,1.28,123.483
WASP-18 b,0.02034,12.98,3270.4707,1.22,1.26,123.483
WASP-18 b,0.0202,14.202,3213.2613,1.36,1.24,123.483
WASP-180 A b,0.048,13.899,286.047,1.19,1.3,253.985
WASP-181 b,0.05427,13.271,95.03117,0.96,1.04,437.495
WASP-182 b,0.0451,9.528,47.03884,1.34,1.08,327.602
WASP-183 b,0.04632,16.477,159.55066,0.87,0.78,325.377
WASP-184 b,0.0627,14.908,181.1631,1.65,1.23,663.231
WASP-185 b,0.0904,14.011,311.4734,1.5,1.12,279.35
WASP-186 b,0.06,12.442,1341.2426,1.47,1.22,278.514
WASP-187 b,0.0653,18.383,254.264,2.83,1.54,371.414
WASP-189 b,0.05053,18.147,632.47853,2.36,2.03,99.731
WASP-19 b,0.01652,15.861,366.77398,1.01,0.96,268.325
WASP-19 b,0.01634,15.603,339.76027,1.0,0.9,268.325
WASP-19 b,0.01649,14.684,367.72931,0.94,0.96,268.325
WASP-19 b,0.01655,15.536,371.21,0.99,0.97,268.325
WASP-19 b,0.01653,15.424,370.27195,0.99,0.97,268.325
WASP-19 b,0.01616,15.637,354.06262,1.0,0.9,268.325
WASP-190 b,0.0663,12.89,317.83,1.6,1.35,542.251
WASP-192 b,0.0408,13.787,731.009,1.32,1.09,508.885
WASP-193 b,0.0676,16.41,44.17815,1.24,1.06,362.087
WASP-2 b,0.03138,12.005,290.802,0.84,0.89,153.242
WASP-2 b,0.03144,12.117,295.89973,0.87,0.9,153.242
WASP-2 b,0.0307,12.072,275.24078,0.82,0.84,153.242
WASP-2 b,0.03092,11.915,279.6904,0.82,0.85,153.242
WASP-2 b,0.03033,11.691,269.20201,0.81,0.8,153.242
WASP-2 b,0.0307,10.705,279.68,0.78,0.79,153.242
WASP-2 b,0.03138,12.52,290.484,0.84,0.89,153.242
WASP-2 b,0.03033,11.691,269.20201,0.81,0.8,153.242
WASP-2 b,0.0314,12.005,293.99275,0.84,0.89,153.242
WASP-20 b,0.05999,16.388,98.84513,1.39,1.2,211.877
WASP-20 b,0.0581,14.348,120.13974,1.14,1.09,211.877
WASP-20 b,0.06,16.388,98.841,1.39,1.2,211.877
WASP-21 b,0.0516,14.157,93.75985,1.19,0.98,258.426
WASP-21 b,0.05212,11.994,94.39551,1.06,1.01,258.426
WASP-22 b,0.047,12.98,181.1631,1.22,1.11,317.652
WASP-22 b,0.0468,12.554,177.9848,1.13,1.1,317.652
WASP-22 b,0.04698,12.98,186.876,1.22,1.11,317.652
WASP-22 b,0.0489,13.44,196.10111,1.25,1.25,317.652
WASP-23 b,0.0376,10.783,280.95,0.77,0.78,207.49
WASP-23 b,0.037,10.783,279.37257,0.77,0.78,207.49
WASP-24 b,0.03651,14.571,340.382,1.33,1.18,322.114
WASP-24 b,0.03607,14.572,336.8998,1.33,1.15,322.114
WASP-24 b,0.03635,14.605,352.47347,1.32,1.17,322.114
WASP-25 b,0.04819,13.978,190.06234,0.92,1.05,211.416
WASP-25 b,0.04738,13.675,182.43442,0.92,1.0,211.416
WASP-25 b,0.0473,13.675,184.3414,0.92,1.0,211.416
WASP-25 b,0.0473,13.675,184.334,0.92,1.0,211.416
WASP-26 b,0.03985,14.359,326.715,1.3,1.11,252.759
WASP-26 b,0.04,14.796,324.18498,1.34,1.12,252.759
WASP-26 b,0.03997,14.796,329.90754,1.34,1.12,252.759
WASP-26 b,0.03966,13.63,324.1866,1.28,1.09,252.759
WASP-28 b,0.0442,13.664,282.54945,1.08,0.99,348.494
WASP-28 b,0.0445,15.177,285.717,1.12,1.01,348.494
WASP-28 b,0.04465,13.597,287.95398,1.09,1.02,348.494
WASP-28 b,0.04469,13.597,288.26,1.09,1.02,348.494
WASP-29 b,0.0457,8.878,77.547,0.81,0.82,87.5953
WASP-29 b,0.04566,8.878,77.86835,0.81,0.82,87.5953
WASP-3 b,0.03185,15.872,645.1949,1.37,1.26,231.161
WASP-3 b,0.03151,14.5,559.357,1.36,1.26,231.161
WASP-3 b,0.0315,15.693,629.3034,1.36,1.23,231.161
WASP-3 b,0.03187,16.298,654.7298,1.38,1.26,231.161
WASP-3 b,0.0317,14.684,559.3808,1.31,1.24,231.161
WASP-3 b,0.03182,15.872,600.6987,1.37,1.26,231.161
WASP-31 b,0.04657,17.228,151.92274,1.24,1.16,383.829
WASP-31 b,0.04663,17.363,155.41887,1.25,1.17,383.829
WASP-31 b,0.04659,17.363,151.916,1.25,1.16,383.829
WASP-32 b,0.03904,12.33,1109.2267,1.09,1.07,275.994
WASP-32 b,0.0394,13.227,1144.14,1.11,1.1,275.994
WASP-33 b,0.02555,16.78,1303.0,1.44,1.5,121.944
WASP-33 b,0.0239,17.856,665.21819,1.44,1.5,121.944
WASP-34 b,0.0524,13.675,187.51,0.93,1.01,132.096
WASP-34 b,0.0521,13.675,185.29489,0.93,1.01,132.096
WASP-35 b,0.04313,14.796,222.79883,1.09,1.07,202.218
WASP-35 b,0.04317,14.796,228.828,1.09,1.07,202.218
WASP-36 b,0.02643,14.359,729.73768,0.95,1.04,386.346
WASP-36 b,0.02643,14.359,731.932,0.95,1.04,386.346
WASP-36 b,0.02677,14.874,750.39663,0.98,1.08,386.346
WASP-37 b,0.0447,13.002,546.6676,1.0,0.93,392.791
WASP-37 b,0.0446,13.002,572.07,1.0,0.93,392.791
WASP-38 b,0.07584,12.218,841.61384,1.35,1.23,136.24
WASP-38 b,0.07522,12.263,855.245,1.33,1.2,136.24
WASP-38 b,0.0758,12.218,861.3193,1.35,1.23,136.24
WASP-39 b,0.0486,14.235,88.989,0.9,0.93,213.982
WASP-39 b,0.04828,14.336,89.31023,0.94,0.91,213.982
WASP-39 b,0.04859,14.235,87.40325,0.9,0.93,213.982
WASP-4 b,0.02287,14.908,371.8611,0.92,0.89,267.206
WASP-4 b,0.02318,15.289,396.96967,0.91,0.93,267.206
WASP-4 b,0.02329,15.368,409.68287,0.91,0.94,267.206
WASP-4 b,0.02307,15.211,393.15571,0.91,0.91,267.206
WASP-4 b,0.02312,15.838,393.139,0.89,0.97,267.206
WASP-4 b,0.0232,15.031,397.2875,0.9,0.93,267.206
WASP-4 b,0.0226,14.807,376.94638,0.89,0.86,267.206
WASP-41 b,0.041,13.204,310.51991,0.89,0.99,163.371
WASP-41 b,0.04,13.227,298.7602,0.87,0.93,163.371
WASP-41 b,0.0402,13.451,292.391,0.9,0.93,163.371
WASP-41 b,0.04022,13.451,299.07803,0.9,0.93,163.371
WASP-42 b,0.0548,12.106,158.908,0.86,0.88,177.291
WASP-42 b,0.0561,12.576,167.49641,0.89,0.95,177.291
WASP-42 b,0.0548,11.915,159.23283,0.85,0.88,177.291
WASP-43 b,0.01504,11.276,635.02434,0.65,0.69,86.7467
WASP-43 b,0.0142,10.424,565.714,0.6,0.58,86.7467
WASP-43 b,0.01528,11.613,651.5515,0.67,0.72,86.7467
WASP-44 b,0.03473,12.778,282.539,0.93,0.95,364.512
WASP-44 b,0.03453,12.33,276.5121,0.91,0.94,364.512
WASP-44 b,0.03474,12.778,279.05474,0.93,0.95,364.512
WASP-45 b,0.04054,13.002,318.78349,0.94,0.91,211.196
WASP-45 b,0.04054,13.002,320.041,0.94,0.91,211.196
WASP-45 b,0.0405,11.119,318.46566,0.92,0.9,211.196
WASP-45 b,0.03963,10.604,306.38812,0.85,0.85,211.196
WASP-46 b,0.02335,13.159,607.0553,0.86,0.83,375.31
WASP-46 b,0.02448,14.684,667.733,0.92,0.96,375.31
WASP-46 b,0.02334,13.159,603.877,0.86,0.83,375.31
WASP-47 b,0.052,12.9,383.0,1.16,1.11,264.78
WASP-47 b,0.052,12.89,362.311,1.15,1.08,264.78
WASP-47 d,0.088,3.71,16.8,1.16,1.11,264.78
WASP-47 e,0.0173,1.82,9.1,1.16,1.11,264.78
WASP-48 b,0.0332,15.65,288.0,1.52,1.06,454.144
WASP-48 b,0.03449,18.719,327.68273,1.75,1.19,454.144
WASP-48 b,0.03444,18.719,311.46,1.75,1.19,454.144
WASP-49 b,0.0379,12.498,126.81417,0.98,0.94,194.553
WASP-49 b,0.0379,12.498,120.135,0.98,0.94,194.553
WASP-49 b,0.03873,13.428,126.81417,1.04,1.0,194.553
WASP-5 b,0.02729,13.126,520.28771,1.08,1.02,309.137
WASP-5 b,0.02714,13.047,497.40395,1.08,1.0,309.137
WASP-5 b,0.0267,12.184,502.15,1.03,0.96,309.137
WASP-5 b,0.02683,12.218,502.15,1.03,0.97,309.137
WASP-5 b,0.02702,13.081,498.336,1.08,1.0,309.137
WASP-5 b,0.02739,13.171,505.3497,1.09,1.03,309.137
WASP-5 b,0.02709,12.778,494.22565,1.06,1.0,309.137
WASP-5 b,0.0274,13.171,506.93885,1.09,1.03,309.137
WASP-50 b,0.0293,13.07,466.8287,0.84,0.89,184.848
WASP-50 b,0.02945,12.924,464.0318,0.84,0.89,184.848
WASP-50 b,0.02945,12.924,466.555,0.84,0.89,184.848
WASP-52 b,0.02713,14.235,145.88397,0.79,0.87,174.818
WASP-52 b,0.0272,14.24,146.2,0.79,0.87,174.818
WASP-53 b,0.04101,12.038,677.61356,0.8,0.84,201.338
WASP-54 b,0.04987,18.528,202.131,1.83,1.21,251.303
WASP-54 b,0.04988,18.528,192.60498,1.83,1.21,251.303
WASP-55 b,0.0558,14.964,199.27941,1.1,1.16,297.462
WASP-55 b,0.05326,14.572,181.48093,1.06,1.01,297.462
WASP-55 b,0.0533,14.572,181.155,1.06,1.01,297.462
WASP-56 b,0.05458,12.24,181.473,1.11,1.02,321.084
WASP-56 b,0.05614,12.24,190.38017,1.11,1.11,321.084
WASP-57 b,0.0386,10.267,213.573,0.84,0.95,398.276
WASP-57 b,0.03769,11.769,204.68252,0.93,0.89,398.276
WASP-57 b,0.03772,11.769,204.36469,0.93,0.89,398.276
WASP-58 b,0.0562,15.356,285.72917,1.17,0.94,290.404
WASP-58 b,0.0561,15.36,282.86,1.17,0.94,290.404
WASP-59 b,0.0697,8.687,274.276,0.61,0.72,115.936
WASP-59 b,0.0697,8.687,272.38031,0.61,0.72,115.936
WASP-6 b,0.0414,13.787,154.14755,0.86,0.84,197.119
WASP-6 b,0.0421,13.72,160.0,0.87,0.88,197.119
WASP-6 b,0.04217,13.72,153.51189,0.87,0.88,197.119
WASP-60 b,0.0531,9.64,163.358,1.14,1.08,431.052
WASP-60 b,0.05548,13.731,177.9848,1.4,1.23,431.052
WASP-60 b,0.05311,9.64,160.50415,1.14,1.08,431.052
WASP-61 b,0.0521,13.563,654.7298,1.39,1.27,488.66
WASP-61 b,0.05146,13.899,651.5515,1.36,1.22,488.66
WASP-61 b,0.0514,13.899,654.702,1.36,1.22,488.66
WASP-62 b,0.0571,15.02,184.3414,1.29,1.28,175.631
WASP-62 b,0.0567,15.581,181.155,1.28,1.25,175.631
WASP-62 b,0.05672,15.581,180.52744,1.28,1.25,175.631
WASP-63 b,0.05417,14.908,107.74437,1.76,1.1,290.684
WASP-63 b,0.0574,16.029,120.77,1.88,1.32,290.684
WASP-64 b,0.02652,14.247,388.07043,1.06,1.0,369.926
WASP-64 b,0.02648,14.247,403.945,1.06,1.0,369.926
WASP-65 b,0.0334,12.464,492.62,1.01,0.93,273.703
WASP-65 b,0.0334,12.464,489.4582,1.01,0.93,273.703
WASP-66 b,0.0546,15.581,737.335,1.75,1.3,500.258
WASP-66 b,0.05461,15.581,753.2571,1.75,1.3,500.258
WASP-66 b,0.0546,15.581,737.3656,1.75,1.3,500.258
WASP-67 b,0.051,12.229,129.034,0.82,0.83,189.469
WASP-67 b,0.05179,15.693,133.4886,0.87,0.87,189.469
WASP-67 b,0.0517,15.693,133.483,0.87,0.87,189.469
WASP-68 b,0.06219,13.899,304.16331,1.69,1.24,226.399
WASP-68 b,0.06206,13.9,301.93,1.69,1.24,226.399
WASP-69 b,0.04525,11.848,82.6358,0.81,0.83,49.9605
WASP-69 b,0.04525,9.113,82.632,0.81,0.83,49.9605
WASP-69 b,0.04527,11.848,79.4575,0.81,0.83,49.9605
WASP-7 b,0.0619,15.278,305.1168,1.47,1.28,162.303
WASP-7 b,0.0618,10.256,305.1168,1.24,1.28,162.303
WASP-7 b,0.06188,15.278,344.20989,1.47,1.28,162.303
WASP-7 b,0.0617,14.908,305.1168,1.43,1.28,162.303
WASP-7 b,0.0624,15.401,311.4734,1.48,1.32,162.303
WASP-70 A b,0.04853,13.047,187.512,1.22,1.11,222.355
WASP-70 A b,0.04855,13.047,189.74451,1.22,1.11,222.355
WASP-71 b,0.04622,16.365,706.21826,2.26,1.56,362.715
WASP-71 b,0.04619,16.37,712.545,2.26,1.56,362.715
WASP-72 b,0.03708,14.24,491.3763,1.98,1.39,434.754
WASP-72 b,0.03711,14.235,459.58218,1.98,1.39,434.754
WASP-73 b,0.05517,13.002,597.20257,2.07,1.34,316.678
WASP-73 b,0.05512,13.002,597.5,2.07,1.34,316.678
WASP-74 b,0.037,17.486,301.9385,1.64,1.48,149.216
WASP-74 b,0.03443,15.737,262.52758,1.54,1.19,149.216
WASP-74 b,0.03705,17.486,300.03152,1.64,1.48,149.216
WASP-75 b,0.03751,14.235,341.03159,1.26,1.14,294.001
WASP-75 b,0.0375,14.235,340.06,1.26,1.14,294.001
WASP-76 b,0.033,20.512,292.4036,1.73,1.46,194.459
WASP-76 b,0.03304,20.681,289.22385,1.74,1.47,194.459
WASP-76 b,0.033,20.781,284.1386,1.76,1.46,194.459
WASP-77 A b,0.024,13.56,559.36,0.95,1.0,105.166
WASP-77 A b,0.02335,13.787,529.81995,0.91,0.9,105.166
WASP-77 A b,0.02405,13.563,560.33429,0.95,1.0,105.166
WASP-78 b,0.0367,23.091,273.3338,2.35,1.39,754.258
WASP-78 b,0.0362,19.055,282.857,2.2,1.33,754.258
WASP-78 b,0.03488,17.822,259.66711,2.09,1.18,754.258
WASP-79 b,0.0519,17.15,270.15415,1.51,1.39,246.69
WASP-79 b,0.0519,17.15,270.1555,1.51,1.39,246.69
WASP-79 b,0.0521,20.4,267.93069,1.69,1.42,246.69
WASP-79 b,0.0535,23.43,286.03,1.91,1.52,246.69
WASP-8 b,0.0801,11.635,677.61356,0.94,1.03,89.9606
WASP-8 b,0.0801,11.635,713.18,0.94,1.03,89.9606
WASP-80 b,0.0344,11.198,170.99254,0.59,0.58,49.7876
WASP-80 b,0.0346,10.671,176.07,0.57,0.57,49.7876
WASP-80 b,0.03479,11.052,178.62046,0.59,0.6,49.7876
WASP-80 b,0.03427,10.671,171.6282,0.57,0.57,49.7876
WASP-81 b,0.03908,16.018,231.69807,1.28,1.08,398.505
WASP-82 b,0.0447,18.719,394.1092,2.18,1.63,275.664
WASP-82 b,0.0448,19.17,397.27,2.22,1.64,275.664
WASP-83 b,0.059,11.657,96.93815,1.05,1.11,271.103
WASP-83 b,0.059,11.657,95.349,1.05,1.11,271.103
WASP-84 b,0.0778,10.72,220.0,0.77,0.85,100.588
WASP-84 b,0.0775,10.94,218.34921,0.77,0.85,100.588
WASP-84 b,0.0771,10.559,220.565,0.75,0.84,100.588
WASP-84 b,0.0771,10.559,220.57402,0.75,0.84,100.588
WASP-84 c,0.02359,1.95,15.2,0.77,0.85,100.588
WASP-85 A b,0.039,13.899,402.05495,0.94,1.09,141.887
WASP-87 b,0.02946,15.524,692.8694,1.63,1.2,298.392
WASP-88 b,0.06438,19.055,181.1631,2.08,1.45,523.756
WASP-88 b,0.06431,19.055,177.98,2.08,1.45,523.756
WASP-89 b,0.0427,11.657,1875.197,0.88,0.92,290.946
WASP-89 b,0.0428,11.657,1843.414,0.88,0.92,290.946
WASP-90 b,0.0562,18.271,200.2329,1.98,1.55,466.433
WASP-91 b,0.037,11.545,425.8922,0.86,0.84,149.942
WASP-92 b,0.0348,16.376,255.85315,1.34,1.19,575.889
WASP-93 b,0.04211,17.901,467.2101,1.52,1.33,370.284
WASP-94 A b,0.0554,19.279,144.93048,1.62,1.45,211.211
WASP-94 A b,0.055,19.28,143.653,1.62,1.45,211.211
WASP-95 b,0.03416,13.56,359.13,1.13,1.11,137.544
WASP-95 b,0.03415,13.563,382.66732,1.13,1.11,137.544
WASP-96 b,0.0453,13.45,152.55,1.05,1.06,352.464
WASP-96 b,0.0454,13.451,155.7367,1.05,1.06,352.464
WASP-97 b,0.03305,12.666,420.48909,1.06,1.12,151.068
WASP-97 b,0.03303,12.67,419.52,1.06,1.12,151.068
WASP-98 b,0.03762,12.823,293.03926,0.74,0.81,281.742
WASP-98 b,0.036,12.33,263.79,0.7,0.69,281.742
WASP-98 b,0.03571,12.33,269.51984,0.7,0.69,281.742
WASP-99 b,0.0717,12.33,889.924,1.76,1.48,158.66
WASP-99 b,0.0717,12.33,883.53,1.76,1.48,158.66
WD 1856+534 b,0.0204,10.4,4386.054,0.01,0.52,24.7359
WTS-1 b,0.047,16.7,1274.44,1.15,1.2,2346.01
Wendelstein-1 b,0.0282,11.561,188.15536,0.61,0.65,305.3
Wendelstein-2 b,0.0234,12.993,232.33373,0.66,0.73,565.541
Wolf 327 b,0.01,1.24,2.53,0.41,0.41,28.5321
Wolf 503 b,0.05706,2.043,6.26,0.69,0.69,44.526
Wolf 503 b,0.05712,2.043,6.27,0.69,0.69,44.526
XO-1 b,0.0488,14.572,286.047,1.0,1.0,163.553
XO-1 b,0.049,13.563,292.391,0.94,1.03,163.553
XO-1 b,0.04944,13.518,293.67492,0.94,1.04,163.553
XO-1 b,0.0493,13.518,290.17879,0.93,1.03,163.553
XO-2 N b,0.03647,11.119,176.39565,0.97,0.95,154.273
XO-2 N b,0.0368,11.164,179.566,0.98,0.97,154.273
XO-2 N b,0.03673,11.422,189.737,1.01,0.97,154.273
XO-2 N b,0.0368,11.131,179.89178,0.99,0.97,154.273
XO-2 N b,0.03665,11.422,189.10885,1.0,0.96,154.273
XO-2 N b,0.03616,11.03,188.47319,0.96,0.92,154.273
XO-3 b,0.04539,13.641,3718.611,1.38,1.21,213.053
XO-3 b,0.0454,13.641,3747.06,1.38,1.21,213.053
XO-3 b,0.0476,21.858,4211.22639,2.13,1.41,213.053
XO-3 b,0.04529,13.989,3759.9289,1.41,1.21,213.053
XO-4 b,0.05475,14.46,483.41943,1.53,1.28,272.655
XO-4 b,0.05474,14.426,491.68301,1.53,1.28,272.655
XO-4 b,0.05524,15.02,512.34196,1.56,1.32,272.655
XO-5 b,0.04874,12.431,332.45018,1.08,0.88,276.211
XO-5 b,0.0515,12.78,378.2,1.13,1.04,276.211
XO-5 b,0.0508,12.89,365.5045,1.11,1.0,276.211
XO-5 b,0.0494,12.207,344.52772,1.06,0.91,276.211
XO-5 b,0.0488,12.431,336.568,1.08,0.88,276.211
XO-6 b,0.0815,23.203,1398.452,1.93,1.47,235.479
XO-7 b,0.04421,15.39,225.34147,1.48,1.41,234.149
bet Pic b,8.9,16.8,6356.0,1.54,1.95,19.7442
pi Men c,0.06839,2.042,4.82,1.1,1.09,18.2702
pi Men c,0.06702,2.06,4.52,1.1,1.02,18.2702
